1971
13,14,16,18,19,27,35+23,24,28,32
7,8,13,16,20,23,32+4,10,30,33
14,17,23,26,29,31,34+2,5,10,32
3,11,14,17,19,27,34+6,18,24,30
8,16,18,19,24,32,33+11,28,29,34
3,9,13,22,28,32,37+2,6,15,33
9,17,21,27,28,30,34+1,3,4,10
15,18,23,26,28,32,37+1,3,16,24
9,10,13,14,20,23,24+8,25,29,30
5,7,12,15,23,26,33+20,30,34,36
6,13,16,20,21,25,36+2,9,30,32
14,19,23,27,29,30,32+6,9,11,24
6,7,14,18,19,33,35+21,25,29,34
9,10,11,27,29,31,35+21,25,29,34
3,5,12,17,27,28,30+2,6,9,15
13,15,16,17,21,35,37+3,7,9,19
9,13,14,15,23,32,37+8,25,26,28
2,6,7,14,20,36,37+3,11,25,28
10,12,13,19,27,28,32+6,14,18,24
1,2,3,5,10,13,22+4,31,33,36
6,7,11,21,27,31,34+2,8,15,29
